Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Method,16 and Over,16-24,25-34,35-49,50-59,60 and Over,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,mortality_target
2009/10,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Male,52346,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Male,62550,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,135684,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,188075,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,24661,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Male,49255,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Male,9167,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Male,4991,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,12107,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,11154,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Male,1943,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Male,42566,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Male,16815,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,All codes,All admissions,All admissions,Attributable number,Male,291100,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C00-D48,All cancers,All cancers,Attributable number,Male,116200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Male,61100,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Male,97400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Male,9500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Male,40900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Male,10000,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Male,15500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Male,3300,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,29400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,4000,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,3000,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,4600,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,3000,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,41900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,16200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,25900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,50300,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,6500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,5200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1600,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,All codes,All admissions,All admissions,Number of admissions,Female,5212710,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,668129,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C00-D48,All cancers,All cancers,Number of admissions,Female,725845,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,223877,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,375614,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,630264,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,36344,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5362,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8686,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,733,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6950,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,19610,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4780,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,6041,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10990,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,5743,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,14602,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2748,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,52094,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,58270,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,113931,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,94295,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,16657,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,51327,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2623,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2747,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,11489,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,15072,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,2934,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,62559,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47401,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,14141,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,All codes,All admissions,All admissions,Attributable number,Female,170600,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C00-D48,All cancers,All cancers,Attributable number,Female,49800,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,55200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,43800,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,9100,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,27200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,5400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,6100,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,800,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,1300,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2300,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,40900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,12000,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,18900,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,7300,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,5500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2500,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1200,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,6700,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,5300,,,,,,,,,,,,,,,,,,,,,,,,0
2009/10,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,All codes,All admissions,All admissions,Number of admissions,,9440259,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1492240,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-D48,All cancers,All cancers,Number of admissions,,2757012,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,929074,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,1742166,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,2352558,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,81990,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,17415,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,32811,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4666,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,7118,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,85173,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,12943,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,21844,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,22308,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,11588,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,34374,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,6279,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,111243,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,114556,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,242744,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,296646,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,41016,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,95185,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,12079,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,7966,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,23495,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,23217,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,4291,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,106638,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,62051,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12604,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,All codes,All admissions,All admissions,Attributable number,,462900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-D48,All cancers,All cancers,Attributable number,,166100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,119400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,140800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,17600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,67400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,11700,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,22400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,35900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,4900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,4200,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,6100,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,5400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,88000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,26000,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,36800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,71900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7400,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,15300,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7500,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,1800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,11800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,3900,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,1800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,11800,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,,6600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,,600,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,All codes,All admissions,All admissions,Number of admissions,Male,4388181,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Male,824868,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-D48,All cancers,All cancers,Number of admissions,Male,1343656,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Male,466220,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Male,997450,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Male,1158562,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Male,46945,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Male,12464,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Male,23775,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Male,3910,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Male,65495,,,,,,,,,,,,,,,,,,,,,,,,0
2008/09,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Male,8424,,,,,,,,,,,,,,,,,,,,,,,,0
